"","Sample10","Sample11","Sample12","Sample13","Sample14","Sample15","Sample16","Sample17","Sample18","Sample20","Sample6","Sample63","Sample7","Sample8","Sample9"
"Vmn2r29",56.332,36.498,28.689,65.157,43.584,36.389,54.282,48.059,41.471,42.782,42.752,37.585,58.577,48.099,37.481
"Vmn2r31",1,2.001,0,0,0,1,0,0,0,0,1,0,1,0,0
"Vmn2r32",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vmn2r33",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vmn2r34",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vmn2r35",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vmn2r36",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vmn2r37",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vmn2r38",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vmn2r39",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vmn2r41",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vmn2r43",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vmn2r44",0,0,0,0,2,0,0,0,2.22,2,0,0,1.134,1,0
"Vmn2r45",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"Vmn2r46",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vmn2r47",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vmn2r48",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vmn2r49",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vmn2r50",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vmn2r51",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vmn2r52",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vmn2r53",27.884,32.881,10.846,15.555,15.65,20.524,17.073,11.881,26.415,14.875,9.025,11.075,19.073,12.73,6.639
"Vmn2r54",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vmn2r56",3,1.088,2,0,0,1,0,1,0,2.354,1,1,2,0,0
"Vmn2r57",19.056,11.308,9.98,5.86,7.273,8.467,11.896,5.936,17.505,12.403,19.54,9.961,15.493,0,2.334
"Vmn2r58",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vmn2r59",3.537,1.001,0,0,1.013,3.453,3,0,0,1.039,2.25,1,2.101,0,0
"Vmn2r60",2.825,9.6,1.002,4.01,3.356,2.002,0,3.046,0,1.001,1.12,1.008,1.027,0,1.027
"Vmn2r61",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vmn2r62",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vmn2r63",0,0,0,0,0,0,1,1.044,0,0,0,0,0,2.002,0
"Vmn2r65",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"Vmn2r66",1.015,0,1,0,2,0,0,0,0,0,0,0,0,0,0
"Vmn2r67",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vmn2r68",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vmn2r69",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vmn2r70",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vmn2r71",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vmn2r73",0,1,0,0,1,1,2,0,1,0,1,1,0,0,1
"Vmn2r74",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vmn2r75",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vmn2r76",3,10,1,4,0,7,5,2,2,4,3,2,4,2,3
"Vmn2r77",0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
"Vmn2r78",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Vmn2r79",4.02,2.06,3.001,4.067,2.322,7.04,4.002,4.059,3.09,3.195,1.006,4.12,2.128,3.001,0
"Vmn2r8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vmn2r80",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vmn2r82",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vmn2r83",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vmn2r84",1.001,0,0,3,3.001,0,3.003,0,0,2.107,3,1,0,0,0
"Vmn2r85",0,0,1,0,1.173,2.01,1.001,0,2.755,2.186,1.295,0,3.372,0,2.001
"Vmn2r86",4.002,1.067,2,0,1,0,3.005,2,1.407,0,5.001,0,1.233,1.075,0
"Vmn2r87",7.78,9.19,2,3.006,3.945,3.01,1.01,3.003,4.873,10.134,7.663,2.002,8.231,3.831,5.079
"Vmn2r9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vmn2r90",5.004,5.387,1,1,1.985,2.007,3.445,3.401,2.996,3.281,1.11,2.106,0,0,0
"Vmn2r91",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vmn2r92",0,0,0,0,1.001,0,1,0,1,0,0,0,1,0,0
"Vmn2r93",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vmn2r94",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vmn2r95",0,0,0,1.002,1,0,1,0,2,1,0,0,0,0,0
"Vmn2r97",5.988,2.999,14.002,2.155,2.022,1.952,5.44,3.029,3.001,4.002,6.998,1.967,1.412,1,0
"Vmn2r98",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vmn2r99",0,1,0,0,0,1,0,0,0,1,1,0,0,0,0
"Vmo1",0,0,0,0,0,0,0,0,1.002,0,1.34,0,0,0,0
"Vnn1",3.002,1,0,0,1.149,0,0,1,3.114,0,0,0,0,0,0
"Vnn3",0,0,0,0,0,0,0,2.076,0,0,3.135,0,0,0,0
"Vpreb1b",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vpreb3",0,2.293,0,0,0,2.938,0,0,2.002,0,0,0,0,1,0
"Vps28",1746.566,2695.404,1585.679,1349.118,1557.928,1237.549,2127.506,1934.903,2661.756,1903.807,1730.416,1708.14,2491.707,1604.075,2167.445
"Vps37b",465.775,530.339,439.157,784.657,456.541,472.009,521.524,426.116,396.072,603.341,407.511,391.225,494.399,409.758,469.475
"Vps41",2078.291,2600.169,2151.265,2323.95,2157.489,2391.515,2653.723,2047.21,2598.159,2263.817,2099.576,2449.768,2488.662,1739.694,2266.793
"Vps45",444.622,569.978,382.327,588.665,514.606,519.348,624.464,460.196,464.067,420.947,433.825,525.262,559.259,357.229,533.362
"Vsig1",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Vsig10l",26.633,55.17,34.352,39.491,32.501,28.748,29.501,50.21,63.385,27.383,42.177,27.737,47.102,45.119,58.562
"Vsig10l2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vsig2",14.489,54.903,40.273,52.4,46.198,20.44,14.584,52.681,19.031,52.891,35.029,30.846,56.349,50.103,23.563
"Vsig4",0,0,0,0,0,1.002,0,0,0,0,0,0,0,0,0
"Vsnl1",8527.624,11433.569,8918.913,9233.79,8798.419,9173.115,9541.819,9670.173,8707.538,13361.67,8370.192,12961.025,9383.562,9836.411,9148.442
"Vstm2l",6123.996,7657.832,5455.828,4291.54,3731.651,2805.552,6103.572,6873.603,11641.61,5000.16,7285.669,3849.585,10426.284,5688.914,9450.833
"Vstm5",102.514,178.565,84.075,90.292,116.851,53.47,144.179,86.257,147.59,150.862,81.284,88.603,146.582,108.906,89.007
"Vtcn1",0,0,0,2.9,2,0,0,1,0,2,0,0,0,3.065,2.002
"Vtn",2458.556,2658.578,1985.773,719.819,1664.442,1071.179,1667.035,2226.513,1947.182,1355.14,3422.474,1023.791,2751.818,1322.767,1596.786
"Vwa1",1794.458,1553.131,872.676,1471.457,1446.791,683.202,1199.793,1325.318,2814.051,974.379,2262.306,595.924,1853.715,1249.428,1426.395
"Vwa2",3.002,6.011,0,2,0,0,1.002,3.005,8.042,0,0,1,0,0,0
"Vwa7",26.788,17.331,4.263,3.001,3.197,2.637,7.36,15.038,7.971,7.629,5.14,8.119,11.845,11.738,3.029
"Vwa8",1005.569,1064.292,684.57,555.133,714.122,714.364,821.1,736.675,1373.493,719.257,911.87,600.135,1031.339,694.003,690.739
"Vwce",4.7,0.955,2.958,4.034,6.396,1.002,2.005,6.058,10.996,1.009,0.824,3.028,3.027,2.044,3.914
"Vwde",0,0,0,0,0,0,0,0,3.006,0,0,1.001,0,1,0
"Vxn",1066,3496.376,3804.295,6249.7,4933.449,5717.644,3830.451,4904.685,703.404,6804.262,1139.378,6623.767,1831.296,6383.259,5320.641
"Was",39.316,14.392,23.219,40.129,49.508,24.075,8.161,18.509,34.973,11.262,27.012,10.801,19.792,21.734,18.862
"Washc4",500.048,420.985,363.102,694.031,333.755,485.101,402.093,347.831,496.801,465.077,452.576,420.356,470.764,260.416,208.622
"Washc5",491.052,694.274,410.802,864.088,508.427,559.96,510.776,418.117,699.996,453.164,489.508,542.952,528.375,365.119,446.048
"Wbp2nl",0,2.718,1,0,0,0,0,0,0,0,2.014,0,0,0,0
"Wbp4",1120.105,1220.12,763.327,1358.256,843.165,1006.548,1033.956,1097.708,1288.683,996.087,980.141,945.113,1272.195,701.884,1025.904
"Wdcp",148.935,146.071,126.884,177.671,111.498,137.774,124.674,140.788,156.571,180.585,133.374,119.692,160.819,114.343,149.928
"Wdr18",1393.305,1715.54,1395.704,1400.979,1087.773,1008.46,1529.814,1522.465,2024.811,1365.856,1343.785,1218.356,1723.395,1054.955,1649.333
"Wdr20rt",1.002,0,0,0,1.005,0,0,0,0,0,0,0,0,0,0
"Wdr24",498.499,655.222,516.562,528.433,464.128,344.096,587.562,603.183,524.339,475.524,581.525,500.544,500.154,408.904,590.395
"Wdr46-ps",0,0,0,2,1.805,0,0,0,0,0,0,0,1.02,0,0
"Wdr48",988.922,1131.329,932.152,1531.491,954.678,1119.006,1192.212,1000.73,1003.764,1111.641,778.401,1025.984,1012.977,774.191,865.866
"Wdr49",0,4.001,0,1.003,0,3.627,0,1.626,8.037,0,0,2.012,3.002,1.003,0
"Wdr55",179.592,183.666,105.794,126.859,122.554,84.148,161.046,82.088,139.149,120.424,140.735,143.642,171.731,128.64,122.728
"Wdr6",9892.778,10530.322,7128.371,6552.981,6684.235,9197.363,11040.217,12264.04,38267.671,5408.33,9221.779,9985.207,12344.107,5675.658,10238.501
"Wdr70",315.978,412.204,212.354,532.346,304.549,295.32,294.798,303.403,302.714,351.791,207.779,294.053,376.938,234.456,291.581
"Wdr87",0,1.002,0,0,0,0,0,0,0,0,0,0,0,0,0
"Wdr88",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Wdr89",42.387,47.926,25.751,44.495,12.391,55.915,33.625,33.785,57.277,31.257,32.077,29.369,52.354,13.74,34.029
"Wdr93",2.029,2.001,0,1.027,0,14.49,1.909,3.004,13.105,0,2.676,1.002,2.005,2.015,8.027
"Wdr97",45.116,54.026,33.951,12.091,40.632,5.801,53.902,13.16,4.708,19.211,28.036,28.831,38.684,22.167,14.845
"Wfdc1",121.869,160.125,123.653,45.246,82.789,36.774,106.79,106.176,124.171,69.39,141.679,45.072,167.412,79.174,118.67
"Wfdc10",0,3.015,0,0,0,0,0,0,0,0,0,0,0,0,0
"Wfdc11",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Wfdc12",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"Wfdc13",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Wfdc15a",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Wfdc16",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Wfdc17",1.001,1,2.943,0,21.082,1.059,0,0,3.054,2.851,3.106,0,1.149,0,2.022
"Wfdc21",1.001,0,0,0,0,0,0,0,0,0,1.006,0,0,0,0
"Wfdc6b",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Wfikkn1",0,4.038,1.025,0,2.349,0,0,3.03,2.914,4.056,2.004,3.619,6.317,2.001,3.029
"Wfikkn2",53.053,56.733,26.942,14.109,15.927,38.383,18.854,23.559,72.466,43.93,89.752,74.873,109.16,18.888,32.203
"Wipf3",5022.51,7758.794,10725.814,7196.886,4467.085,7569.358,7240.439,5986.621,3360.357,8974.565,5618.071,3596.207,11737.279,4765.917,7934.82
"Wmp",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Wnt2",28.599,47.124,43.878,110.709,31.071,33.588,31.446,30.488,33.368,48.758,17.275,59.31,31.345,41.65,48.81
"Wnt2b",52.105,79.119,22.042,402.91,47.277,30.303,89.629,52.73,139.939,51.884,75.992,47.042,87.422,70.486,24.98
"Wnt3",150.825,99.61,52.152,15.444,41.261,29.666,119.707,41.104,142.275,36.443,158.213,20.073,237.39,35.778,18.458
"Wnt3a",0,2,2.602,0,0,0,0,0,0,3.751,0,0,6.944,3.038,0
"Wnt4",373.676,372.21,230.598,749.073,263.103,289.75,475.639,391.312,318.815,406.448,378.348,466.383,344.869,205.916,422.614
"Wnt6",110.856,60.156,29.054,10.485,15.563,11.616,39.829,43.956,41.521,16.156,89.957,26.485,57.461,12.925,12.106
"Wnt7a",308.987,307.3,229.962,174.801,262.259,297.408,316.375,448.378,458.23,161.283,294.346,319.425,296.684,202.216,401.437
"Wnt8a",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Wnt8b",12.312,3.146,1.265,3.416,0,4.204,2.332,4.041,7.001,0,8.306,0,2,0,0
"Wnt9b",69.227,44.693,20.561,362.74,12.799,5.412,90.117,10.921,37.592,44.077,60.774,1.07,72.353,7.185,12.091
"Wrnip1",2016.52,1949.853,1639.239,2601.271,1667.404,1502.282,2100.721,2116.53,2707.781,1839.097,1928.541,1745.49,2375.807,1603.131,2155.62
"Wwc1",3371.535,3649.529,2869.545,4506.341,3161.139,2994.39,3576.455,3333.149,3599.485,3503.498,3212.247,2400.127,4598.135,3206.118,3852.529
"Wwc2",924.508,1152.013,928.963,1263.797,906.714,1047.915,918.633,946.282,966.471,906.311,960.791,883.342,1269.177,847.096,1089.49
"Xcl1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Xcr1",1,1,1.375,0,3.001,0,0,0,0,0,0,0,0,0,0
"Xirp1",6.225,4.021,1.05,3.032,1.01,14.181,4.003,4.019,1,1.001,4.995,7.031,8.078,0,2.275
"Xk",302.566,363.25,244.318,233.344,178.717,294.693,295.543,265.252,510.391,251.174,239.064,298.202,370.712,204.021,236.638
"Xkr4",605.184,632.702,595.005,1005.365,420.338,849.859,560.771,731.056,826.842,552.159,756.895,589.865,952.187,545.24,291.878
"Xkr7",49.111,57.538,26.786,61.189,35.683,30.94,27.52,33.824,101.849,45.854,28.341,71.276,59.331,38.788,41.146
"Xkr8",138.096,130.214,68.136,60.232,69.295,86.672,91.206,57.938,160.611,38.749,118.059,79.713,118.579,49.534,50.37
"Xkr9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Xkrx",18.179,16.131,3.017,3.374,10.708,5.318,4.259,3.937,9.447,7.335,2.085,17.407,12.182,8.092,6.808
"Xlr3c",0,0,0,0,0,0,0,0,1.363,0,0,0,0,0,0
"Xlr3d-ps",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Xlr3e-ps",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Xlr4a",0,0,0,0,0.333,0,0,0,2.231,0,0,0,0,0,0
"Xlr4e-ps",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Xndc1",188.975,236.016,139.567,173.719,193.009,111.244,182.502,178.562,156.819,191.361,174.423,182.339,202.605,157.975,162.779
"Xpc",223.957,266.277,229.246,258.514,231.627,183.646,240.667,205.672,276.406,203.724,218.986,165.553,259.999,177.564,197.506
"Xpo5",904.36,1142.735,795.464,1103.922,722.267,876.326,914.817,796.052,1322.23,796.734,796.113,776.503,966.135,650.934,877.824
"Xpot",1716.204,1937.759,1564.756,2768.841,1503.837,2295.476,1849.653,1762.716,2195.709,1679.789,1635.08,2008.096,1942.816,1316.062,1641.816
"Xrn2",478.495,559.897,409.365,661.179,479.092,560.049,471.439,423.439,524.032,441.107,447.538,519.796,449.796,363.532,457.367
"Yae1d1",317.009,346.191,273.699,364.576,247.399,287.39,326.867,250.21,360.327,304.232,317.313,289.679,381.117,261.089,219.603
"Ybey",76.027,72.022,72.751,56.458,80.865,54.934,60.692,58.512,83.87,72.263,67.966,69.648,95.763,63.367,56.912
"Yeats4",420.132,413.429,322.973,558.896,323.496,391.448,451.968,360.036,453.801,393.064,309.077,417.337,428.975,269.096,381.597
"Yif1a",230.801,244.064,181.409,286.05,252.376,156.551,173.74,188.057,346.465,153.76,223.419,161.097,341.898,171.766,282.822
"Yipf5",587.403,557.833,504.12,662.102,492.65,580.659,551.977,493.13,704.799,568.92,511.747,516.729,658.549,461.572,591.457
"Yod1",148.137,251.954,132.657,267.765,166.898,232.147,176.712,171.9,205.34,189.311,188.966,194.689,267.354,168.621,138.682
"Ypel2",644.17,538.643,293.999,724.924,426.414,608.796,688.628,425.091,531.201,535.868,448.814,698.931,504.068,351.924,407.373
"Ypel5",1374.167,1424.086,971.334,1913.67,1020.951,1293.226,1577.065,1115.76,1613.716,1227.374,1273.93,1106.415,1375.959,809.149,1144.876
"Ywhaq-ps2",0,3,0,0,1.993,1.364,1,0,0,2.009,0,0,0,0,0
"Yy2",0,9.94,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zar1",8.772,0,2.001,1,0,2,2.001,2.002,22.168,2.09,9.627,2.011,7.978,2.019,2.017
"Zar1-ps",3.123,0,0,0,1.001,0,0,0,0,0,0,0,1.817,0,0
"Zar1l",0,0,0,0,2.008,0,2.065,0,0,3.006,0,0,0,1.004,3
"Zbed3",142.282,232.665,169.384,156.37,142.098,87.258,111.436,167.936,221.71,139.441,185.608,117.226,263.179,177.236,221.001
"Zbed4-ps1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zbed4-ps2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zbed4-ps3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zbed6",377.254,374.91,233.356,353.272,328.831,279.676,271.582,213.582,396.44,352.118,364.052,270.563,303.494,250.731,85.725
"Zbtb1",189.834,217.326,164.585,236.261,111.866,123.925,155.998,117.255,199.437,195.694,166.143,122.241,248.065,115.775,111.657
"Zbtb10",142.692,150.236,98.852,94.852,79.754,117.866,92.958,113.987,189.241,90.019,155.466,81.39,143.692,98.549,93.436
"Zbtb16",1359.277,2002.697,2334.042,1137.771,1159.336,1209.26,1310.755,1213.932,642.234,1931.966,1199.655,1161.311,2643.486,1254.827,1228.293
"Zbtb3",54.679,72.519,44.71,75.769,33.265,41.418,43.119,39.603,58.084,87.56,34.683,36.082,67.972,40.795,59.277
"Zbtb33",276.46,320.494,298.683,480.794,255.587,438.182,289.419,297.594,450.026,343.613,320.302,402.637,359.047,252.253,263.832
"Zbtb39",225.474,251.263,184.043,171.042,148.738,161.931,139.696,201.738,272.944,146.067,234.941,159.711,283.733,196.813,161.528
"Zbtb42",26.73,27.482,15.798,27.59,33.483,13.06,16.993,4.439,55.038,11.32,28.293,17.708,27.634,8.918,20.199
"Zbtb47",3037.545,3232.641,2740.914,2951.73,2634.554,1944.385,2786.731,3003.508,2692.876,3524.322,3005.96,2210.027,3854.753,2673.7,3096.217
"Zbtb6",164.452,168.962,136.465,213.746,124.907,185.929,134.928,139.312,223.637,160.283,185.346,153.159,234.351,100.108,129.558
"Zbtb8a",48.076,61.382,48.141,33.11,49.736,38.499,47.27,47.927,26.657,50.476,47.578,46.445,71.36,39.363,40.567
"Zbtb9",192.098,278.886,203.007,189.231,153.709,158.902,188.708,182.36,181.168,197.164,159.841,200.525,215.535,156.617,199.141
"Zc2hc1b",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zc2hc1c",42.802,55.806,33.765,32.107,18.428,42.171,32.191,36.319,122.313,46.918,56.858,45.475,78.245,40.776,40.368
"Zc3h11a",1073.783,1098.737,882.602,1178.4,927.797,838.316,1202.791,823.659,954.857,1085.245,926.941,752.766,980.029,704.146,696.532
"Zc3h12a",19.518,15.615,3.564,13.146,19.159,5.09,3.346,0,20.607,6.094,18.271,7.637,23.577,21.33,9.395
"Zc3h12c",180.501,188.34,146.011,146.702,105.922,134.564,149.119,95.369,273.932,133.725,172.965,136.055,197.337,94.387,70.208
"Zc3h12d",1,0,1,0,1.029,2.003,0,0,5.009,0,0,3.377,1.001,3.006,0
"Zc3h3",408.401,396.41,352.522,401.913,333.47,191.943,455.937,419.126,376.762,425.727,351.492,306.188,468.389,344.922,350.438
"Zc3hav1l",86.333,116.685,96.815,57.991,63.557,70.416,65.3,84.016,137.329,72.463,68.915,59.284,123.449,52.051,50.78
"Zcchc13",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"Zcchc14",2139.418,2799.718,2198.589,2725.226,1616.149,1686.394,1995.638,2183.998,2915.299,2221.621,2279.691,1684.737,3995.038,2010.223,2255.149
"Zcchc24",3052.406,2318.311,1758.396,2334.071,2088.169,1828.059,1824.362,1954.624,3340.144,1699.81,3026.878,1122.949,3695.678,2094.472,1742.204
"Zcchc3",308.164,329.473,210.69,127.148,185.599,148.002,235.75,206.742,438.124,172.948,282.557,176.775,357.531,132.262,260.309
"Zdhhc1",579.845,619.559,413.279,218.879,412.688,248.452,528.213,402.463,464.142,472.513,512.696,273.435,547.5,397.026,437.283
"Zdhhc11",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zdhhc14",1326.473,1283.418,1219.626,3022.946,1014.238,1158.231,1521.356,1667.476,1273.807,1283.551,1259.092,1173.364,1849.529,911.131,1565.886
"Zdhhc15",90.64,94.739,55.618,100.668,80.405,129.697,84.702,78.018,164.365,93.957,90.422,123.691,128.786,65.136,65.782
"Zdhhc16",456.548,637.695,490.157,707.826,548.214,344.273,606.234,530.056,500.199,509.861,418.007,464.796,580.609,455.68,547.824
"Zdhhc19",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zdhhc20",695.102,621.842,413.235,758.508,406.667,580.62,479.366,383.435,1078.017,407.566,680.485,358.007,681.664,325.607,327.334
"Zdhhc22",1242.296,1046.395,379.939,2931.013,666.036,370.455,1574.859,739.671,1509.486,1256.259,1019.975,1357.856,913.605,760.962,478.777
"Zdhhc25",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zdhhc8",2269.313,3507.897,2534.993,1993.984,2668.062,1567.976,3300.896,3154.169,3486.923,3352.551,2698.331,2899.161,3413.505,2781.405,3141.644
"Zfp1001",9.836,18.893,9.168,11.201,10.096,3.264,14.553,15.978,10.663,16.539,4.451,16.28,14.84,8.595,5.204
"Zfp1004",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zfp1005",0,0,0,0,0,0,0,0,0,0,1.003,0,0,0,0
"Zfp1007",8.663,8.031,4.481,5.718,3.702,6.017,2.016,3.005,9.029,6.077,5.31,2.03,3.92,5.204,7.005
"Zfp1008",17.47,35.418,4.077,9.07,5.563,11.659,15.17,15.362,21.035,25.656,12.512,10.157,23.584,11.345,4.179
"Zfp1010",2.285,0,0,0,1.244,0,0,2,2,0,0,1,0,0,1
"Zfp109",80.575,87.867,72.866,116.776,77.423,75.198,75.864,70.529,80.012,125.183,65.407,70.403,87.595,89.453,50.439
"Zfp11",61.063,73.796,61.883,60.482,48.029,66.542,79.63,51.904,79.191,60.711,63.727,65.66,82.658,49.673,64.832
"Zfp114",49.668,50.756,45.098,53.688,37.48,35.993,48.637,41.599,41.748,47.825,29.815,43.78,66.186,23.764,39.677
"Zfp119a",26.866,16.887,7.221,22.429,19.349,10.464,17.182,8.672,25.612,15.174,13.508,16.689,23.654,11.482,2.661
"Zfp128",84.727,113.736,56.808,75.292,56.1,72.98,83.202,68.591,103.568,66.237,70.85,83.595,90.607,69.135,77.959
"Zfp131",378.886,334.474,306.97,468.032,320.474,362.635,331.413,266.441,338.357,425.512,314.193,335.113,474.502,287.653,342.917
"Zfp141",63.312,120.459,74.27,73.738,55.377,71.759,67.089,65.066,81.281,67.703,47.824,73.706,92.633,76.597,69.975
"Zfp146",608.764,661.292,504.53,679.21,536.317,428.507,602.034,473.97,516.053,562.127,498.948,556.627,592.185,448.535,475.05
"Zfp148-ps1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zfp160",99.661,112.203,81.868,105.096,61.06,82.544,75.271,69.124,76.797,75.23,80.273,80.316,89.295,61.469,62.29
"Zfp174",57.926,87.222,50.715,56.363,63.202,92.179,71.469,71.628,68.231,58.063,57.088,71.166,69.907,49.65,74.192
"Zfp180",805.995,844.605,630.726,1097.605,686.499,886.398,911.995,777.005,688.57,953.57,542.117,734.058,907.36,667.963,720.567
"Zfp212",264.102,289.364,264.827,329.022,224.24,239.713,286.288,266.914,353.039,265.638,231.657,209.533,369.324,213.33,315.49
"Zfp213",171.917,205.119,138.209,154.437,126.489,112.883,127.401,134.494,250.968,113.197,141.132,121.638,240.95,136.035,162.125
"Zfp251",1086.524,1222.104,1289.504,1490.168,1003.546,1105.622,1280.312,1189.732,1262.542,1174.68,1127.244,1146.188,1603.373,922.176,1325.979
"Zfp28",91.015,114.768,82.631,119.64,76.725,63.881,95.932,77.253,147.572,87.349,111.34,74.73,95.47,65.437,68.966
"Zfp280b",252.689,343.236,282.647,325.153,212.869,252.325,304.066,243.252,457.865,276.151,264.916,305.098,388.673,188.54,238.257
"Zfp296",14.385,18.968,6.492,8.322,11.37,5.467,7.772,17.331,14.287,33.674,4.097,18.581,12.222,7.902,14.026
"Zfp3",180.818,225.402,163.011,211.795,177.913,164.736,196.969,177.823,228.957,150.906,157.58,156.817,232.069,115.396,207.888
"Zfp319",724.463,790.449,677.77,654.901,511.563,543.917,667.976,623.943,966.869,614.459,691.269,525.31,997.49,586.849,680.448
"Zfp330",257.864,291.898,212.019,283.677,236.331,306.902,302.716,215.796,285.651,193.815,254.026,302.191,318.686,154.762,232.044
"Zfp33b",51.055,74.163,58.439,34.221,62.941,43.314,44.406,55.421,60.791,59.932,63.979,48.267,87.199,57.286,59.46
"Zfp345",0,0,0,0,0,0,0,0,0,0.993,0,3.932,0,0,0
"Zfp352",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zfp353-ps",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zfp358",498.646,579.681,494.585,470.035,509.32,346.394,570.64,604.321,671.433,564.489,577.202,359.105,739.629,512.775,745.166
"Zfp36",107.027,80.913,157.786,144.848,107.782,57.664,65.713,57.954,125.662,89.641,112.514,38.645,178.204,82.088,108.704
"Zfp36l1",722.154,681.696,480.163,615.765,693.329,508.869,490.306,678.703,1210.882,479.483,985.862,336.74,911.162,541.115,691.118
"Zfp36l2",1100.693,838.957,559.258,843.734,740.449,582.034,766.779,773.287,1717.2,562.973,1280.665,385.029,1206.798,687.841,778.187
"Zfp36l3",0,0,0,0,2,0,0,0,2.002,0,0,0,1.007,0,1
"Zfp383",130.246,147.753,90.75,107.805,109.717,81.603,137.904,114.124,241.808,101.73,133.098,79.13,171.989,97.128,66.197
"Zfp397",322.216,342.821,202.448,352.187,189.431,250.95,215.901,188.655,237.88,281.719,227.6,263.847,287.949,198.711,170.858
"Zfp418",15.918,45.983,25.298,18.705,22.872,14.842,23.678,21.975,18.231,27.279,29.937,27.766,41.211,19.719,27.034
"Zfp42",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zfp433",18.635,7.798,36.96,11.13,0,13.267,30.492,7.34,4.869,28.758,7.587,19.645,49.261,1,14.409
